accuracy,loss,val_accuracy,val_loss
0.5844898223876953,0.6807671785354614,0.4122137427330017,0.955132782459259
0.6081632375717163,0.6629418730735779,0.4122137427330017,1.0387934446334839
0.6293877363204956,0.6486790776252747,0.4122137427330017,1.3388196229934692
0.6375510096549988,0.6437822580337524,0.4122137427330017,1.2066285610198975
0.6718367338180542,0.6146965622901917,0.4122137427330017,1.6683253049850464
0.6946938633918762,0.5816542506217957,0.4122137427330017,1.671091079711914
0.713469386100769,0.5597549080848694,0.4122137427330017,1.8461354970932007
0.745306134223938,0.5301494598388672,0.4122137427330017,2.6452813148498535
0.7755101919174194,0.4721132218837738,0.4122137427330017,2.594996929168701
0.8040816187858582,0.43254026770591736,0.4122137427330017,1.1991097927093506
0.8269387483596802,0.37129324674606323,0.4122137427330017,1.7482677698135376
0.8579592108726501,0.3447800278663635,0.4312977194786072,2.730173349380493
0.8628571629524231,0.3043105900287628,0.4122137427330017,2.659982442855835
0.8767346739768982,0.291133850812912,0.4236641228199005,3.11430287361145
0.8971428275108337,0.23388786613941193,0.5076335668563843,2.1858487129211426
0.9142857193946838,0.19844010472297668,0.48091602325439453,3.614690065383911
0.9044898152351379,0.23095621168613434,0.49618321657180786,2.527395486831665
0.9387755393981934,0.1741056740283966,0.580152690410614,3.0221495628356934
0.9257143139839172,0.19411486387252808,0.5877862572669983,2.07551646232605
0.9314285516738892,0.16401521861553192,0.5076335668563843,2.2659952640533447
0.9330612421035767,0.15650764107704163,0.5496183037757874,2.607386350631714
0.9420408010482788,0.14967870712280273,0.6068702340126038,2.5034639835357666
0.9493877291679382,0.14540374279022217,0.5572519302368164,2.214883804321289
0.9640816450119019,0.1065557524561882,0.5076335668563843,3.4510576725006104
0.9444897770881653,0.14946451783180237,0.6221374273300171,1.678479552268982
0.972244918346405,0.09043775498867035,0.6030534505844116,2.514721632003784
0.9567347168922424,0.1165708601474762,0.580152690410614,3.1183533668518066
0.9583673477172852,0.10202623903751373,0.5763359069824219,2.939535140991211
0.9665306210517883,0.08960676193237305,0.5763359069824219,2.4639346599578857
0.9640816450119019,0.10776835680007935,0.572519063949585,2.1513967514038086
