epoch,accuracy,loss,val_accuracy,val_loss
0,0.5844898223876953,0.6807671785354614,0.4122137427330017,0.955132782459259
1,0.6081632375717163,0.6629418730735779,0.4122137427330017,1.0387934446334839
2,0.6293877363204956,0.6486790776252747,0.4122137427330017,1.3388196229934692
3,0.6375510096549988,0.6437822580337524,0.4122137427330017,1.2066285610198975
4,0.6718367338180542,0.6146965622901917,0.4122137427330017,1.6683253049850464
5,0.6946938633918762,0.5816542506217957,0.4122137427330017,1.671091079711914
6,0.713469386100769,0.5597549080848694,0.4122137427330017,1.8461354970932007
7,0.745306134223938,0.5301494598388672,0.4122137427330017,2.6452813148498535
8,0.7755101919174194,0.4721132218837738,0.4122137427330017,2.594996929168701
9,0.8040816187858582,0.43254026770591736,0.4122137427330017,1.1991097927093506
10,0.8269387483596802,0.37129324674606323,0.4122137427330017,1.7482677698135376
11,0.8579592108726501,0.3447800278663635,0.4312977194786072,2.730173349380493
12,0.8628571629524231,0.3043105900287628,0.4122137427330017,2.659982442855835
13,0.8767346739768982,0.291133850812912,0.4236641228199005,3.11430287361145
14,0.8971428275108337,0.23388786613941193,0.5076335668563843,2.1858487129211426
15,0.9142857193946838,0.19844010472297668,0.48091602325439453,3.614690065383911
