epoch,accuracy,loss,val_accuracy,val_loss
0,0.5885714292526245,0.6768766045570374,0.5992366671562195,0.6778293251991272
1,0.6155102252960205,0.6510326266288757,0.5877862572669983,0.6737580299377441
2,0.6261224746704102,0.6598908305168152,0.5877862572669983,0.6768989562988281
3,0.6351020336151123,0.6521157026290894,0.5877862572669983,0.6674137711524963
4,0.6293877363204956,0.6499906778335571,0.5877862572669983,0.6682446599006653
5,0.6334694027900696,0.6442763209342957,0.5877862572669983,0.684541642665863
6,0.6522449254989624,0.642686128616333,0.5877862572669983,0.6732416152954102
7,0.6506122350692749,0.6376062631607056,0.5877862572669983,0.6836852431297302
8,0.6424489617347717,0.6388574242591858,0.5877862572669983,0.6813517212867737
9,0.6538775563240051,0.633396327495575,0.5877862572669983,0.7121413946151733
10,0.6489796042442322,0.6345272064208984,0.5877862572669983,0.7151349186897278
11,0.6571428775787354,0.6256255507469177,0.5877862572669983,0.8550696969032288
12,0.6759183406829834,0.6140899062156677,0.5877862572669983,0.8825956583023071
13,0.668571412563324,0.610939621925354,0.6641221642494202,0.6382737159729004
14,0.6897959113121033,0.6052753329277039,0.5877862572669983,0.8593485951423645
15,0.6808163523674011,0.6001765727996826,0.5992366671562195,0.7981363534927368
16,0.6832653284072876,0.601067304611206,0.5877862572669983,0.7184908986091614
17,0.6816326379776001,0.6007691621780396,0.6488549709320068,0.6479659676551819
18,0.6857143044471741,0.6011106371879578,0.5839694738388062,0.7521459460258484
19,0.6889795660972595,0.5925750136375427,0.5954198241233826,0.7400712370872498
20,0.7004081606864929,0.5728855133056641,0.6755725145339966,0.6400677561759949
21,0.7004081606864929,0.5797222256660461,0.6068702340126038,0.7366935014724731
22,0.7265306115150452,0.558067262172699,0.5419847369194031,1.0589123964309692
23,0.7200000286102295,0.5669791102409363,0.5610687136650085,0.8503108620643616
24,0.7338775396347046,0.5432863235473633,0.6183205842971802,0.8019038438796997
25,0.7297959327697754,0.5453135371208191,0.47328245639801025,1.1354432106018066
26,0.745306134223938,0.5203583836555481,0.5152671933174133,1.0176308155059814
27,0.745306134223938,0.5241070985794067,0.6603053212165833,0.6907034516334534
28,0.7444897890090942,0.5173032879829407,0.6717557311058044,0.7078887224197388
29,0.7493877410888672,0.4991391897201538,0.5916030406951904,0.9457969069480896
