,scenario1,scenario2
integer,"{'accuracy': 0.41064638783269963, 'precision': 0.41064638783269963, 'recall': 1.0, 'f1': 0.5822102425876011, 'CSI': np.float64(0.4106463878326996), 'G-mean': 0.0, 'MCC': 0.0, 'Kappa': 0.0, 'AUC': 0.5764038231780167}","{'accuracy': 0.486328125, 'precision': 0.162109375, 'recall': 0.3333333333333333, 'f1': 0.21813403416557162, 'CSI': None, 'G-mean': None, 'MCC': 0.0, 'Kappa': 0.0, 'AUC': 0.5479141716817683}"
