accuracy,loss,val_accuracy,val_loss
0.4440251588821411,1.0240029096603394,0.48727983236312866,1.089080572128296
0.474633127450943,1.0082128047943115,0.48727983236312866,1.1007434129714966
0.47631028294563293,0.9961188435554504,0.48727983236312866,1.0647928714752197
0.4872117340564728,0.9985364675521851,0.48727983236312866,1.076562523841858
0.4767295718193054,0.9889524579048157,0.48727983236312866,1.0581406354904175
0.4901467561721802,0.9926593899726868,0.48727983236312866,1.054401159286499
0.4922432005405426,0.983564555644989,0.4755381643772125,1.0332618951797485
0.49350103735923767,0.9816466569900513,0.4794520437717438,1.0076594352722168
0.48763102293014526,0.9782319664955139,0.48532289266586304,1.0070466995239258
0.48763102293014526,0.9778850674629211,0.4833659529685974,1.0191833972930908
0.49643605947494507,0.969917356967926,0.4833659529685974,1.0167220830917358
0.4888888895511627,0.9721024632453918,0.48727983236312866,1.0400619506835938
0.48763102293014526,0.9727299809455872,0.49510762095451355,1.0583165884017944
0.501886785030365,0.9638837575912476,0.48532289266586304,1.0288976430892944
0.5157232880592346,0.9558311104774475,0.48532289266586304,1.0583257675170898
0.5140461325645447,0.9492607116699219,0.4931506812572479,1.1530576944351196
0.5081760883331299,0.9507964849472046,0.4892368018627167,1.0312786102294922
0.5215932726860046,0.9376486539840698,0.4931506812572479,1.0756630897521973
0.5287211537361145,0.9373995661735535,0.4892368018627167,1.0871132612228394
0.5270439982414246,0.9343854188919067,0.47749510407447815,1.0869258642196655
0.5194968581199646,0.9364436864852905,0.465753436088562,1.079253911972046
0.5354297757148743,0.918552041053772,0.46966731548309326,1.0888360738754272
0.5404612421989441,0.9087042808532715,0.38943248987197876,1.2429070472717285
0.5538784265518188,0.8944224119186401,0.41487279534339905,1.176247477531433
0.5710691809654236,0.8806179165840149,0.46771037578582764,1.2525887489318848
0.5786163806915283,0.8580656051635742,0.4794520437717438,1.1886659860610962
0.5815513730049133,0.8523494005203247,0.47749510407447815,1.1661962270736694
0.5861635208129883,0.8428118824958801,0.4735812246799469,1.3078432083129883
0.6029350161552429,0.8223017454147339,0.44227007031440735,1.2635278701782227
0.6016771197319031,0.8099654912948608,0.46771037578582764,1.2868245840072632
