accuracy,loss,val_accuracy,val_loss
0.44947588443756104,1.0558459758758545,0.32485324144363403,1.0654857158660889
0.4721173942089081,1.040614128112793,0.32485324144363403,1.080069661140442
0.47253668308258057,1.0327492952346802,0.30136987566947937,1.1078503131866455
0.47924527525901794,1.0310696363449097,0.29941290616989136,1.105500340461731
0.4830188751220703,1.0319743156433105,0.3326810300350189,1.0862083435058594
0.48427674174308777,1.0272984504699707,0.48532289266586304,1.0466655492782593
0.48553457856178284,1.0288406610488892,0.4794520437717438,1.0510013103485107
0.48511528968811035,1.0232555866241455,0.48727983236312866,1.045729398727417
0.48553457856178284,1.0272347927093506,0.48727983236312866,1.0441471338272095
0.48763102293014526,1.0244451761245728,0.48727983236312866,1.0538479089736938
0.4863731563091278,1.025851845741272,0.48727983236312866,1.0523549318313599
0.48763102293014526,1.025684118270874,0.48727983236312866,1.049577236175537
0.4838574528694153,1.0230010747909546,0.48727983236312866,1.0439525842666626
0.4834381639957428,1.0246937274932861,0.4833659529685974,1.0414683818817139
0.4863731563091278,1.0203666687011719,0.48727983236312866,1.0502073764801025
0.4859538674354553,1.0219628810882568,0.4794520437717438,1.0517033338546753
0.4863731563091278,1.0201610326766968,0.43444228172302246,1.062121033668518
0.4867924451828003,1.0205967426300049,0.4833659529685974,1.046643614768982
0.48553457856178284,1.019165277481079,0.42465752363204956,1.0585726499557495
0.4901467561721802,1.0201263427734375,0.4129158556461334,1.073135256767273
0.4859538674354553,1.020172119140625,0.48532289266586304,1.061155915260315
0.48846960067749023,1.0150545835494995,0.45988258719444275,1.0529576539993286
0.48805031180381775,1.0149749517440796,0.48727983236312866,1.048855185508728
0.4897274672985077,1.0155789852142334,0.42270058393478394,1.086871862411499
0.4893081784248352,1.018599510192871,0.48727983236312866,1.045287847518921
0.4918239116668701,1.0174330472946167,0.40508806705474854,1.0957872867584229
0.49098533391952515,1.013735294342041,0.4892368018627167,1.0719046592712402
0.4863731563091278,1.013297438621521,0.48727983236312866,1.0497485399246216
0.49098533391952515,1.0056267976760864,0.4109589159488678,1.2262181043624878
0.4918239116668701,1.0104820728302002,0.3131115436553955,1.1368894577026367
